# mean; median; std; sam; rmse; rmse; ergas; uqi
13.89202;11.00000;12.60157;0.11753;18.75601;0.07355;17.99608;0.99154
13.66651;10.00000;13.22234;0.11301;19.01588;0.07457;17.99608;0.99238
14.36741;10.00000;14.54936;0.13833;20.44765;0.08019;17.99608;0.98837
