# mean; median; std; sam; rmse; rmse; ergas; uqi
0.92038;1.00000;1.40697;0.09684;1.68127;0.00659;3.96590;0.98784
0.92329;1.00000;1.41676;0.07592;1.69106;0.00663;3.96590;0.96765
0.82050;1.00000;1.17182;0.05415;1.43052;0.00561;3.96590;0.84725
0.67769;1.00000;1.22337;0.05082;1.39854;0.00548;3.96590;0.78840
0.65750;1.00000;1.30244;0.05172;1.45899;0.00572;3.96590;0.76201
0.58843;0.00000;1.35427;0.05289;1.47659;0.00579;3.96590;0.79234
0.48675;0.00000;1.46042;0.05542;1.53939;0.00604;3.96590;0.84764
0.50448;0.00000;1.60028;0.06054;1.67792;0.00658;3.96590;0.85183
0.58604;0.00000;1.64491;0.06444;1.74619;0.00685;3.96590;0.80334
0.59569;0.00000;1.61123;0.06339;1.71782;0.00674;3.96590;0.78759
0.52709;0.00000;1.60851;0.06147;1.69267;0.00664;3.96590;0.80139
0.49785;0.00000;1.63230;0.05939;1.70653;0.00669;3.96590;0.82516
0.51970;0.00000;1.58432;0.05632;1.66738;0.00654;3.96590;0.81216
0.52667;0.00000;1.49157;0.05309;1.58183;0.00620;3.96590;0.80593
0.51825;0.00000;1.42810;0.05044;1.51923;0.00596;3.96590;0.81321
0.48736;0.00000;1.39113;0.04774;1.47403;0.00578;3.96590;0.83159
0.47990;0.00000;1.38528;0.04501;1.46605;0.00575;3.96590;0.84603
0.52024;0.00000;1.40059;0.04240;1.49409;0.00586;3.96590;0.84583
0.57430;0.00000;1.43103;0.04034;1.54197;0.00605;3.96590;0.83888
0.64175;0.00000;1.46176;0.03756;1.59643;0.00626;3.96590;0.84673
0.72449;1.00000;1.52048;0.03582;1.68427;0.00660;3.96590;0.86616
0.73970;1.00000;1.58248;0.03447;1.74682;0.00685;3.96590;0.88361
0.72624;0.00000;1.64896;0.03408;1.80181;0.00707;3.96590;0.88864
0.81132;1.00000;1.71414;0.03441;1.89645;0.00744;3.96590;0.89050
0.84359;1.00000;1.74338;0.03468;1.93675;0.00760;3.96590;0.88707
0.96619;1.00000;1.90593;0.03737;2.13684;0.00838;3.96590;0.88116
1.17804;1.00000;2.19603;0.04255;2.49205;0.00977;3.96590;0.87434
1.53603;1.00000;2.72837;0.05234;3.13103;0.01228;3.96590;0.85823
1.86423;1.00000;3.36970;0.06272;3.85100;0.01510;3.96590;0.85089
2.12916;1.00000;3.93475;0.07088;4.47388;0.01754;3.96590;0.86326
2.49743;1.00000;4.37184;0.07803;5.03490;0.01974;3.96590;0.87704
