# mean; median; std; sam; rmse; rmse; ergas; uqi
1.67870;1.00000;2.03048;0.15360;2.63455;0.01033;0.08860;0.96293
1.36090;1.00000;2.48791;0.12678;2.83580;0.01112;0.08860;0.96164
1.11723;1.00000;1.73875;0.07913;2.06675;0.00810;0.08860;0.80353
0.95636;1.00000;1.48361;0.06408;1.76514;0.00692;0.08860;0.72731
0.94523;1.00000;1.52051;0.06366;1.79036;0.00702;0.08860;0.71680
0.79969;1.00000;1.60176;0.06441;1.79029;0.00702;0.08860;0.78117
0.68367;0.00000;1.70928;0.06655;1.84093;0.00722;0.08860;0.82549
0.67012;0.00000;1.83498;0.07035;1.95351;0.00766;0.08860;0.81945
0.70161;0.00000;1.84619;0.07277;1.97501;0.00775;0.08860;0.77899
0.70679;0.00000;1.76354;0.06990;1.89990;0.00745;0.08860;0.75085
0.70030;0.00000;1.74224;0.06789;1.87772;0.00736;0.08860;0.74128
0.68209;0.00000;1.76342;0.06514;1.89074;0.00741;0.08860;0.76387
0.67142;0.00000;1.71514;0.06144;1.84188;0.00722;0.08860;0.76763
0.72137;0.00000;1.62759;0.05966;1.78028;0.00698;0.08860;0.77949
0.76295;0.00000;1.63956;0.06010;1.80838;0.00709;0.08860;0.79836
0.76689;0.00000;1.66452;0.05943;1.83269;0.00719;0.08860;0.82285
0.71787;0.00000;1.68455;0.05598;1.83114;0.00718;0.08860;0.84215
0.72091;0.00000;1.73005;0.05330;1.87424;0.00735;0.08860;0.83293
0.80468;0.00000;1.78628;0.05169;1.95916;0.00768;0.08860;0.82159
0.92145;1.00000;1.83609;0.05005;2.05434;0.00806;0.08860;0.83441
1.04071;1.00000;1.93525;0.04959;2.19733;0.00862;0.08860;0.84138
1.09214;1.00000;2.01625;0.04853;2.29304;0.00899;0.08860;0.84439
1.13929;1.00000;2.13349;0.04858;2.41863;0.00948;0.08860;0.84481
1.21228;1.00000;2.28411;0.05015;2.58588;0.01014;0.08860;0.85848
1.45853;1.00000;2.57283;0.05475;2.95750;0.01160;0.08860;0.88421
1.82292;1.00000;3.01645;0.06357;3.52449;0.01382;0.08860;0.88042
2.24021;1.00000;3.65863;0.07542;4.29000;0.01682;0.08860;0.87941
2.82347;1.00000;4.61023;0.09259;5.40613;0.02120;0.08860;0.87720
3.36769;1.00000;5.55717;0.10718;6.49795;0.02548;0.08860;0.87999
3.88203;1.00000;6.37489;0.11880;7.46387;0.02927;0.08860;0.88233
4.84434;2.00000;6.89899;0.13057;8.42993;0.03306;0.08860;0.87834
