# MSE;MAE
0.1991660;0.4321976
0.1524471;0.3709936
0.0445293;0.1640902
0.0229878;0.0833413
0.0222177;0.0755899
0.0221279;0.0740444
0.0220900;0.0733058
0.0220680;0.0728154
0.0220521;0.0724051
0.0220386;0.0720296
0.0220258;0.0715905
0.0220144;0.0711509
0.0220075;0.0708288
0.0220037;0.0705837
0.0220012;0.0704036
0.0219998;0.0702827
0.0219990;0.0701918
0.0219983;0.0701243
0.0219980;0.0700740
0.0219977;0.0700287
0.0219974;0.0699948
0.0219973;0.0699712
0.0219971;0.0699477
0.0219970;0.0699265
0.0219969;0.0699085
0.0219968;0.0698969
0.0219967;0.0698864
0.0219966;0.0698791
0.0219966;0.0698743
0.0219965;0.0698678
0.0219964;0.0698622
0.0219963;0.0698565
0.0219962;0.0698520
0.0219961;0.0698467
0.0219960;0.0698447
0.0219959;0.0698426
0.0219958;0.0698434
0.0219957;0.0698409
0.0219956;0.0698412
0.0219954;0.0698437
0.0219953;0.0698438
0.0219951;0.0698463
0.0219949;0.0698486
0.0219947;0.0698485
0.0219945;0.0698557
0.0219943;0.0698558
0.0219940;0.0698565
0.0219938;0.0698541
0.0219935;0.0698539
0.0219932;0.0698743
0.0219928;0.0698678
0.0219924;0.0698657
0.0219920;0.0698685
0.0219917;0.0698825
0.0219911;0.0698760
0.0219907;0.0698715
0.0219902;0.0698755
0.0219896;0.0698892
0.0219890;0.0698833
0.0219883;0.0698887
0.0219874;0.0699044
0.0219865;0.0699217
0.0219854;0.0699446
0.0219839;0.0699520
0.0219821;0.0699380
0.0219791;0.0700053
0.0219733;0.0701023
0.0219513;0.0702749
0.0210911;0.0717907
0.0133679;0.0617109
0.0067194;0.0448524
0.0044751;0.0367068
0.0032917;0.0315178
0.0029597;0.0304396
0.0027655;0.0292797
0.0026143;0.0291811
0.0025076;0.0281976
0.0023862;0.0278660
0.0022638;0.0270534
0.0021820;0.0267296
0.0021142;0.0264341
0.0020563;0.0256922
0.0020156;0.0257132
0.0019040;0.0249451
0.0018538;0.0246095
0.0018099;0.0242011
0.0017931;0.0241589
0.0016327;0.0231474
0.0015223;0.0224198
0.0014771;0.0219296
0.0014639;0.0217497
0.0013444;0.0208911
0.0012926;0.0204840
0.0012772;0.0202903
0.0012344;0.0196342
0.0012052;0.0194908
0.0011734;0.0192090
0.0011527;0.0189296
0.0011230;0.0186885
0.0011101;0.0185904
0.0011006;0.0185630
0.0011155;0.0186495
0.0010721;0.0181627
0.0010795;0.0183982
0.0010633;0.0181536
0.0010131;0.0177792
0.0010300;0.0180113
0.0009893;0.0176773
0.0009830;0.0176905
0.0009566;0.0173381
0.0009495;0.0172592
0.0009395;0.0171982
0.0009314;0.0171859
0.0009201;0.0171610
0.0009411;0.0170471
0.0009602;0.0176197
0.0009131;0.0168933
0.0008721;0.0169241
0.0008762;0.0165584
0.0009593;0.0175088
0.0008442;0.0163449
0.0008319;0.0163995
0.0008190;0.0161973
0.0008144;0.0162605
0.0008187;0.0161842
0.0007773;0.0158765
0.0007580;0.0158092
0.0007687;0.0159150
0.0007753;0.0157679
0.0007979;0.0162877
0.0007528;0.0156067
0.0007112;0.0154029
0.0006764;0.0149422
0.0006686;0.0148545
0.0006553;0.0149031
0.0006388;0.0145779
0.0006248;0.0144978
0.0006137;0.0144159
0.0006081;0.0141380
