# mean; median; std; sam; rmse; rmse; ergas; uqi
3.24311;2.00000;4.91485;0.19694;5.88843;0.02309;1.43871;0.98192
3.36571;2.00000;6.58637;0.21515;7.39651;0.02901;1.43871;0.97992
2.22873;1.00000;5.14518;0.15790;5.60715;0.02199;1.43871;0.98445
1.52426;1.00000;3.80246;0.11711;4.09659;0.01607;1.43871;0.98440
1.22173;1.00000;3.46011;0.10527;3.66947;0.01439;1.43871;0.98154
1.13118;1.00000;3.49173;0.11365;3.67039;0.01439;1.43871;0.96764
1.21618;1.00000;3.72187;0.12948;3.91554;0.01536;1.43871;0.94715
1.27164;1.00000;3.97638;0.14163;4.17476;0.01637;1.43871;0.94295
1.46058;1.00000;3.86242;0.13834;4.12936;0.01619;1.43871;0.95194
1.65907;1.00000;3.72247;0.12732;4.07545;0.01598;1.43871;0.96111
1.76732;1.00000;3.55474;0.09746;3.96984;0.01557;1.43871;0.97253
1.65167;1.00000;3.21477;0.05888;3.61425;0.01417;1.43871;0.98167
1.81864;1.00000;3.40019;0.05387;3.85600;0.01512;1.43871;0.97708
1.65549;1.00000;3.13718;0.05343;3.54719;0.01391;1.43871;0.97557
1.34993;1.00000;3.01469;0.05674;3.30313;0.01295;1.43871;0.97455
1.16533;1.00000;3.02185;0.06644;3.23876;0.01270;1.43871;0.97261
1.32909;1.00000;3.17875;0.08202;3.44542;0.01351;1.43871;0.97120
1.60904;1.00000;3.69017;0.09633;4.02572;0.01579;1.43871;0.97005
1.85652;1.00000;4.05849;0.09372;4.46296;0.01750;1.43871;0.97442
1.88762;1.00000;4.04680;0.07527;4.46539;0.01751;1.43871;0.97598
1.66956;1.00000;3.23256;0.05133;3.63825;0.01427;1.43871;0.97374
1.49989;1.00000;2.89483;0.04412;3.26033;0.01279;1.43871;0.97787
1.80992;1.00000;3.35187;0.05292;3.80931;0.01494;1.43871;0.98042
2.04605;1.00000;3.77536;0.06193;4.29415;0.01684;1.43871;0.98157
2.18607;1.00000;3.89666;0.06655;4.46798;0.01752;1.43871;0.98011
2.35768;1.00000;4.16440;0.07529;4.78549;0.01877;1.43871;0.98058
2.65799;1.00000;4.44519;0.08530;5.17925;0.02031;1.43871;0.97846
3.09557;2.00000;4.93962;0.10173;5.82944;0.02286;1.43871;0.97091
3.42432;2.00000;5.37600;0.11470;6.37396;0.02500;1.43871;0.96745
3.50434;2.00000;5.44673;0.11688;6.47667;0.02540;1.43871;0.97272
3.89135;2.00000;5.73462;0.12092;6.93026;0.02718;1.43871;0.97482
