# MSE;MAE
0.1649421;0.3872586
0.1634953;0.3854660
0.1606547;0.3819157
0.1541628;0.3736904
0.1388983;0.3533012
0.1077974;0.3078539
0.0631424;0.2272424
0.0320708;0.1440157
0.0309908;0.1156175
0.0333950;0.1136514
0.0343002;0.1149390
0.0338867;0.1145336
0.0325034;0.1128662
0.0300548;0.1108921
0.0278482;0.1116502
0.0267217;0.1159380
0.0264267;0.1189907
0.0258908;0.1177833
0.0254052;0.1145932
0.0252873;0.1122063
0.0249282;0.1120314
0.0246365;0.1136824
0.0243625;0.1138172
0.0240467;0.1120592
0.0239083;0.1095029
0.0235119;0.1082601
0.0231477;0.1081440
0.0227530;0.1079670
0.0223862;0.1079399
0.0220449;0.1078080
0.0216769;0.1076600
0.0211636;0.1054942
0.0207467;0.1030011
0.0201759;0.1022663
0.0196437;0.1026994
0.0190544;0.1010863
0.0185763;0.0976170
0.0179538;0.0967577
0.0173254;0.0956395
0.0167397;0.0925282
0.0161907;0.0916877
0.0157931;0.0919560
0.0153871;0.0885258
0.0150992;0.0867225
0.0148191;0.0873288
0.0145496;0.0845964
0.0143197;0.0832349
0.0141213;0.0846458
0.0138911;0.0835406
0.0136188;0.0798832
0.0132836;0.0794771
0.0131815;0.0826822
0.0126755;0.0774228
0.0123295;0.0754429
0.0121425;0.0796505
0.0117316;0.0731091
0.0112189;0.0730938
0.0108136;0.0724412
0.0104093;0.0691237
0.0101755;0.0704086
0.0098154;0.0670508
0.0094583;0.0649200
0.0092856;0.0651018
0.0089422;0.0627043
0.0086648;0.0611464
0.0084336;0.0608081
0.0082841;0.0605888
0.0081080;0.0599350
0.0078885;0.0583202
0.0077481;0.0580010
0.0075794;0.0568363
0.0074507;0.0561053
0.0073051;0.0551850
0.0072054;0.0554849
0.0070635;0.0542984
0.0069675;0.0541644
0.0068468;0.0540396
0.0067582;0.0534148
0.0066857;0.0533385
0.0066440;0.0538981
0.0066160;0.0529346
0.0064767;0.0532729
0.0065123;0.0519885
0.0063995;0.0527266
0.0063299;0.0518118
0.0061466;0.0518974
0.0060823;0.0509516
0.0060815;0.0521070
0.0059845;0.0510000
0.0058780;0.0512712
0.0058056;0.0504386
0.0057356;0.0501688
0.0056788;0.0494988
0.0056347;0.0490181
0.0055786;0.0496575
0.0055320;0.0499160
0.0055316;0.0494450
0.0054682;0.0486510
0.0053786;0.0491721
0.0053171;0.0489302
0.0052629;0.0485513
0.0052620;0.0492722
0.0052113;0.0479216
0.0051641;0.0475723
0.0050897;0.0482365
0.0050315;0.0473946
0.0049832;0.0470832
0.0049908;0.0480489
0.0049902;0.0469572
0.0048939;0.0469278
0.0048589;0.0462674
0.0047815;0.0461889
0.0047253;0.0457630
0.0046982;0.0455398
0.0046439;0.0457289
0.0046050;0.0452328
0.0045739;0.0453086
0.0045244;0.0443661
0.0044925;0.0445049
0.0044526;0.0443425
0.0043956;0.0443803
0.0043649;0.0444340
0.0043159;0.0437916
0.0042711;0.0438531
0.0042571;0.0439832
0.0041727;0.0434713
0.0042130;0.0429898
0.0040728;0.0432864
0.0040300;0.0426532
0.0039416;0.0420298
0.0038730;0.0415303
0.0038011;0.0416012
0.0037293;0.0408828
0.0036515;0.0404844
0.0035620;0.0401202
0.0034963;0.0395325
