# sam; rmse; rmse; ergas; uqi
0.25706;12.59656;0.04940;0.06395;0.91744
0.25706;12.59656;0.04940;0.06395;0.91744
0.25706;12.59656;0.04940;0.06395;0.91744
0.25706;12.59656;0.04940;0.06395;0.91744
0.25706;12.59656;0.04940;0.06395;0.91744
