# MSE;MAE
0.1631963;0.3844531
0.1192701;0.3202762
0.0384089;0.1390093
0.0360987;0.1241116
0.0325271;0.1275754
0.0307198;0.1256204
0.0283920;0.1210545
0.0254528;0.1139359
0.0222510;0.1087524
0.0190964;0.0993053
0.0168596;0.0912611
0.0152756;0.0847773
0.0140523;0.0810851
0.0132108;0.0778042
0.0123570;0.0744297
0.0114786;0.0705805
0.0107417;0.0667856
0.0101824;0.0645588
0.0096170;0.0617756
0.0089842;0.0590852
0.0082319;0.0562004
0.0074734;0.0536065
0.0067239;0.0510510
0.0062113;0.0489711
0.0057896;0.0472814
0.0054708;0.0460420
0.0050971;0.0444229
0.0046841;0.0430324
0.0041949;0.0404672
0.0036561;0.0367573
0.0032745;0.0339678
0.0029617;0.0316797
0.0028350;0.0307214
0.0026946;0.0294680
0.0026032;0.0289578
0.0025297;0.0288382
0.0024275;0.0279239
0.0023280;0.0272741
0.0022670;0.0274157
0.0023000;0.0278169
0.0021962;0.0275900
0.0020590;0.0265876
0.0019185;0.0255921
0.0017925;0.0251833
0.0016885;0.0252086
0.0015106;0.0243936
0.0013218;0.0230134
0.0011939;0.0225811
0.0010318;0.0210398
0.0009567;0.0200581
0.0008337;0.0187236
0.0008839;0.0192215
0.0008296;0.0183299
0.0006919;0.0167484
0.0006836;0.0167862
0.0006550;0.0164086
0.0006708;0.0164827
0.0007341;0.0171194
0.0005853;0.0155229
0.0005657;0.0152104
0.0005903;0.0153909
0.0005788;0.0154355
0.0006033;0.0157591
0.0005826;0.0154383
0.0005584;0.0151181
0.0005690;0.0152665
0.0005507;0.0149772
0.0005407;0.0147820
0.0005486;0.0149481
0.0005628;0.0151233
0.0005898;0.0154796
0.0005298;0.0147395
0.0005305;0.0147377
0.0005698;0.0153321
0.0005369;0.0148227
0.0005199;0.0146496
0.0005108;0.0144978
0.0005068;0.0143451
0.0005467;0.0148811
0.0005252;0.0145551
0.0005040;0.0143700
0.0005473;0.0150408
0.0006032;0.0156639
0.0005159;0.0145948
0.0005143;0.0145910
0.0005026;0.0142862
0.0004871;0.0140155
0.0004930;0.0142307
0.0004944;0.0142117
0.0004973;0.0143136
0.0005033;0.0143197
0.0005375;0.0148621
0.0005152;0.0145305
0.0006588;0.0161687
0.0005252;0.0146263
0.0005436;0.0148710
