# mean; median; std; sam; rmse; rmse; ergas; uqi
3.00510;2.00000;4.45925;0.17846;5.37732;0.02109;4.68683;0.98482
3.09038;2.00000;5.97802;0.19242;6.72957;0.02639;4.68683;0.98332
1.95154;1.00000;4.73269;0.14191;5.11926;0.02008;4.68683;0.98850
1.36460;1.00000;3.17426;0.10159;3.45514;0.01355;4.68683;0.98549
1.22793;1.00000;2.41599;0.08143;2.71014;0.01063;4.68683;0.97725
0.98550;1.00000;2.29298;0.08112;2.49579;0.00979;4.68683;0.96542
1.05850;1.00000;2.55303;0.09442;2.76376;0.01084;4.68683;0.94168
1.11455;1.00000;2.80277;0.10408;3.01625;0.01183;4.68683;0.93908
1.33770;1.00000;2.89177;0.10755;3.18619;0.01249;4.68683;0.94260
1.54853;1.00000;2.88526;0.10185;3.27455;0.01284;4.68683;0.95115
1.63903;1.00000;2.75173;0.07608;3.20288;0.01256;4.68683;0.96603
1.46398;1.00000;2.52687;0.04530;2.92033;0.01145;4.68683;0.97885
1.53180;1.00000;2.63698;0.04374;3.04960;0.01196;4.68683;0.98291
1.37646;1.00000;2.29688;0.04225;2.67774;0.01050;4.68683;0.97415
1.16277;1.00000;2.15124;0.04362;2.44538;0.00959;4.68683;0.97020
1.06870;1.00000;2.17776;0.05039;2.42585;0.00951;4.68683;0.96641
1.13725;1.00000;2.27810;0.06052;2.54619;0.00999;4.68683;0.96303
1.30361;1.00000;2.51709;0.06780;2.83463;0.01112;4.68683;0.96033
1.51561;1.00000;2.78413;0.06668;3.16993;0.01243;4.68683;0.96390
1.62064;1.00000;2.76611;0.05440;3.20590;0.01257;4.68683;0.96991
1.36592;1.00000;2.29377;0.03816;2.66967;0.01047;4.68683;0.98185
1.38636;1.00000;2.26181;0.03606;2.65288;0.01040;4.68683;0.97772
1.71407;1.00000;2.77696;0.04546;3.26337;0.01280;4.68683;0.97136
1.88818;1.00000;3.21584;0.05377;3.72919;0.01462;4.68683;0.97505
1.99692;1.00000;3.34590;0.05802;3.89650;0.01528;4.68683;0.97692
2.12054;1.00000;3.55832;0.06517;4.14226;0.01624;4.68683;0.97973
2.36375;1.00000;3.82577;0.07404;4.49709;0.01764;4.68683;0.97808
2.66314;1.00000;4.23010;0.08737;4.99861;0.01960;4.68683;0.97051
2.95409;2.00000;4.67264;0.09988;5.52813;0.02168;4.68683;0.96752
3.06173;2.00000;4.79560;0.10265;5.68963;0.02231;4.68683;0.97414
3.41110;2.00000;5.03326;0.10572;6.08024;0.02384;4.68683;0.97777
