# mean; median; std; sam; rmse; rmse; ergas; uqi
2.27983;1.00000;4.20509;0.13842;4.78334;0.01876;1.10170;0.98958
2.56602;1.00000;5.52516;0.13784;6.09195;0.02389;1.10170;0.98785
1.86074;1.00000;4.12940;0.10309;4.52927;0.01776;1.10170;0.98723
1.59562;1.00000;3.62736;0.08138;3.96279;0.01554;1.10170;0.98255
1.17730;1.00000;2.77814;0.06434;3.01730;0.01183;1.10170;0.98669
1.09301;1.00000;2.48444;0.06065;2.71424;0.01064;1.10170;0.98179
1.01943;1.00000;2.47573;0.06615;2.67740;0.01050;1.10170;0.97675
0.92864;1.00000;2.09187;0.05493;2.28873;0.00898;1.10170;0.97907
0.94938;1.00000;2.12472;0.05506;2.32717;0.00913;1.10170;0.97999
0.98743;1.00000;2.20531;0.06245;2.41628;0.00948;1.10170;0.97706
0.99683;1.00000;2.25782;0.06334;2.46808;0.00968;1.10170;0.97609
0.84680;1.00000;1.93504;0.05367;2.11222;0.00828;1.10170;0.97782
0.89688;1.00000;2.02566;0.05182;2.21533;0.00869;1.10170;0.98027
0.84251;1.00000;2.10127;0.05157;2.26388;0.00888;1.10170;0.98375
0.79671;1.00000;2.08319;0.05354;2.23035;0.00875;1.10170;0.98204
0.72914;0.00000;2.05432;0.05574;2.17988;0.00855;1.10170;0.97721
0.75869;0.00000;2.20050;0.06059;2.32762;0.00913;1.10170;0.96973
0.80089;1.00000;2.35618;0.06389;2.48857;0.00976;1.10170;0.96593
0.90506;1.00000;2.67528;0.06715;2.82423;0.01108;1.10170;0.97224
0.94875;1.00000;2.88376;0.06834;3.03582;0.01191;1.10170;0.97744
0.94249;1.00000;2.83790;0.06463;2.99031;0.01173;1.10170;0.97991
0.92288;0.00000;2.89856;0.06021;3.04193;0.01193;1.10170;0.98207
0.93843;0.00000;3.05959;0.05907;3.20027;0.01255;1.10170;0.98402
1.06984;1.00000;3.29759;0.06266;3.46679;0.01360;1.10170;0.98396
1.13057;1.00000;3.64178;0.07369;3.81323;0.01495;1.10170;0.98225
1.26974;1.00000;3.77735;0.07675;3.98505;0.01563;1.10170;0.98163
1.43619;1.00000;3.94592;0.07885;4.19916;0.01647;1.10170;0.98323
1.65287;1.00000;4.26204;0.08735;4.57132;0.01793;1.10170;0.98459
2.01513;1.00000;4.58440;0.09124;5.00774;0.01964;1.10170;0.98611
2.54542;1.00000;4.90367;0.09564;5.52496;0.02167;1.10170;0.98631
3.28528;2.00000;5.39525;0.10697;6.31679;0.02477;1.10170;0.98524
