# MSE;MAE
0.0107709;0.0747157
0.0084236;0.0669773
0.0079821;0.0651231
0.0076864;0.0637967
0.0074511;0.0627363
0.0072799;0.0619187
0.0071234;0.0612370
0.0069879;0.0606143
0.0069065;0.0602168
0.0068441;0.0599712
0.0067438;0.0594998
0.0066818;0.0592431
0.0066179;0.0589395
0.0065565;0.0586687
0.0064984;0.0583918
0.0064747;0.0582937
0.0064253;0.0580776
0.0063679;0.0578955
0.0063457;0.0577192
0.0063316;0.0577053
0.0062991;0.0575717
0.0062599;0.0573720
0.0062542;0.0573372
0.0062116;0.0571899
0.0061831;0.0571004
0.0061843;0.0570730
0.0061419;0.0569356
0.0061405;0.0569411
0.0061109;0.0567517
0.0060944;0.0567315
0.0060915;0.0567264
0.0060673;0.0565820
0.0060479;0.0565361
0.0060447;0.0565097
0.0060198;0.0564207
0.0060125;0.0564107
0.0059919;0.0562808
0.0059740;0.0562501
0.0059770;0.0562912
0.0059538;0.0561488
0.0059339;0.0560652
0.0059111;0.0559962
0.0059304;0.0560771
0.0058972;0.0559605
0.0058988;0.0559396
0.0058787;0.0558755
0.0058571;0.0557749
0.0058554;0.0557571
0.0058449;0.0557146
0.0058317;0.0556798
0.0058101;0.0555855
0.0058031;0.0555334
0.0057989;0.0555192
0.0058009;0.0555466
0.0057822;0.0554410
0.0057722;0.0554060
0.0057606;0.0554153
0.0057522;0.0553147
0.0057583;0.0553449
0.0057289;0.0552452
0.0057346;0.0552308
0.0057266;0.0552410
0.0057195;0.0552087
0.0057252;0.0552388
0.0056894;0.0551016
0.0057181;0.0551949
0.0056881;0.0551071
0.0056658;0.0549986
0.0056733;0.0550253
0.0056669;0.0550483
0.0056634;0.0549873
0.0056503;0.0549142
0.0056581;0.0549326
0.0056200;0.0547987
0.0056467;0.0548728
0.0056264;0.0548247
0.0056261;0.0548720
0.0056153;0.0547854
0.0055988;0.0547229
0.0056059;0.0547285
0.0055910;0.0546810
0.0056017;0.0547345
0.0055809;0.0546313
0.0055810;0.0546282
0.0055626;0.0545081
0.0055843;0.0546295
0.0055616;0.0545422
0.0055443;0.0545034
0.0055510;0.0545285
0.0055397;0.0545187
0.0055564;0.0545230
0.0055226;0.0543990
0.0055388;0.0544591
0.0055367;0.0544728
0.0055238;0.0543989
0.0055032;0.0543898
0.0055278;0.0544485
0.0054996;0.0543069
0.0055089;0.0543845
0.0054872;0.0542363
0.0054941;0.0543335
0.0054908;0.0543032
0.0054864;0.0542615
0.0054812;0.0542573
0.0054826;0.0542980
0.0054739;0.0542030
0.0054619;0.0541620
0.0054645;0.0541855
0.0054470;0.0541017
0.0054650;0.0541550
0.0054523;0.0541508
0.0054377;0.0540832
0.0054472;0.0541157
0.0054634;0.0541878
0.0054535;0.0541217
0.0054240;0.0540401
0.0054338;0.0540542
0.0054287;0.0540415
0.0054222;0.0540268
0.0054354;0.0540565
0.0054260;0.0540291
0.0054261;0.0540216
0.0053995;0.0539487
0.0054227;0.0539780
0.0053841;0.0538795
0.0053982;0.0539113
0.0053837;0.0538565
0.0053773;0.0538024
0.0053830;0.0538648
0.0053826;0.0538687
0.0053734;0.0538166
0.0053749;0.0538416
0.0053664;0.0537779
0.0053707;0.0537968
0.0053725;0.0538107
0.0053644;0.0537491
0.0053454;0.0537095
0.0053613;0.0537673
0.0053493;0.0537485
0.0053474;0.0537000
0.0053489;0.0536602
0.0053485;0.0537454
0.0053380;0.0536834
0.0053501;0.0537426
0.0053428;0.0536958
0.0053613;0.0537839
0.0053187;0.0536157
0.0053305;0.0536407
0.0053430;0.0537188
0.0053144;0.0536427
0.0053251;0.0536506
0.0053143;0.0535999
0.0053266;0.0536186
0.0053052;0.0535757
0.0053069;0.0535631
0.0053283;0.0536058
0.0052996;0.0535277
0.0052964;0.0535188
0.0053028;0.0535787
0.0052839;0.0534107
0.0053146;0.0535795
0.0052893;0.0534817
0.0052800;0.0534316
0.0052909;0.0534712
0.0052756;0.0534428
0.0052949;0.0535111
0.0052717;0.0534164
0.0052584;0.0533770
0.0052799;0.0534430
0.0052748;0.0534053
0.0052845;0.0534644
0.0052516;0.0533436
0.0052759;0.0534192
0.0052654;0.0533968
0.0052583;0.0533424
0.0052529;0.0533160
0.0052591;0.0533494
0.0052527;0.0533496
0.0052610;0.0533697
0.0052537;0.0533569
0.0052424;0.0532737
0.0052666;0.0533642
0.0052402;0.0532954
0.0052455;0.0532787
0.0052337;0.0532653
0.0052452;0.0532990
0.0052251;0.0532401
0.0052338;0.0532221
0.0052147;0.0532334
0.0052396;0.0532492
0.0052267;0.0532240
0.0052116;0.0531985
0.0052270;0.0532632
0.0052007;0.0531262
0.0052192;0.0532009
0.0052199;0.0531966
0.0052341;0.0532956
0.0052279;0.0532577
0.0052101;0.0531660
0.0052081;0.0531635
0.0052171;0.0532156
0.0051889;0.0531295
0.0052147;0.0531718
0.0052072;0.0531785
0.0052100;0.0531742
0.0051910;0.0530957
0.0052052;0.0531520
0.0052055;0.0531351
0.0052028;0.0531036
0.0051815;0.0530824
0.0051984;0.0531207
0.0051796;0.0530509
0.0051907;0.0530954
0.0051947;0.0530813
0.0051645;0.0529976
0.0051975;0.0530842
0.0051819;0.0530756
0.0051825;0.0530669
0.0051670;0.0530102
0.0051766;0.0530547
0.0051671;0.0529995
0.0051834;0.0530729
0.0051685;0.0530404
0.0051680;0.0530081
0.0051771;0.0530518
0.0051663;0.0529898
0.0051690;0.0529923
0.0051575;0.0529755
0.0051561;0.0529499
0.0051560;0.0529483
0.0051584;0.0529788
0.0051468;0.0529223
0.0051508;0.0528846
0.0051491;0.0529408
0.0051379;0.0528971
0.0051589;0.0529562
0.0051620;0.0529445
0.0051543;0.0529766
0.0051432;0.0529063
0.0051522;0.0529149
0.0051496;0.0529007
0.0051364;0.0528634
0.0051552;0.0529613
0.0051471;0.0529271
0.0051560;0.0529377
0.0051335;0.0528271
0.0051420;0.0528928
0.0051240;0.0528137
0.0051270;0.0528371
0.0051396;0.0528623
0.0051412;0.0528864
0.0051243;0.0528213
0.0051352;0.0528378
0.0051469;0.0529518
0.0051239;0.0528306
0.0051218;0.0527908
0.0051213;0.0527955
0.0051199;0.0527970
0.0051313;0.0528122
0.0051395;0.0528559
0.0051022;0.0527845
0.0051238;0.0528368
0.0051071;0.0527722
0.0051263;0.0528275
0.0050971;0.0527182
0.0051130;0.0528306
0.0050971;0.0527243
0.0051209;0.0528387
0.0051178;0.0528072
0.0050985;0.0527405
0.0051104;0.0527398
0.0051290;0.0528217
0.0050969;0.0526840
0.0051088;0.0527752
0.0050992;0.0527287
0.0051134;0.0527416
0.0050903;0.0526897
0.0051328;0.0528487
0.0050884;0.0526604
0.0050881;0.0526778
0.0050976;0.0526849
0.0050940;0.0526979
0.0051122;0.0527431
0.0050827;0.0526723
0.0050910;0.0526803
0.0050906;0.0526690
0.0050821;0.0526413
0.0050994;0.0526916
0.0050821;0.0526497
0.0050791;0.0526539
0.0050944;0.0527184
0.0050873;0.0526668
0.0050982;0.0527257
0.0050906;0.0526826
0.0050752;0.0526196
0.0050876;0.0526863
0.0050863;0.0526563
0.0050903;0.0526936
0.0050958;0.0527268
0.0050725;0.0526147
0.0050781;0.0526576
0.0050666;0.0525985
0.0050690;0.0525934
0.0050717;0.0525923
0.0050507;0.0525212
0.0050671;0.0525554
0.0050703;0.0525965
0.0050689;0.0525903
0.0050622;0.0525714
0.0050652;0.0526073
0.0050657;0.0525371
0.0050485;0.0524767
0.0050636;0.0525699
0.0050645;0.0525585
0.0050471;0.0525119
0.0050631;0.0525556
0.0050531;0.0525264
0.0050670;0.0525843
0.0050454;0.0524833
0.0050467;0.0525178
0.0050565;0.0525367
0.0050634;0.0525490
0.0050495;0.0525094
0.0050446;0.0524802
0.0050468;0.0524941
0.0050520;0.0525349
0.0050673;0.0525811
0.0050412;0.0524969
0.0050574;0.0525407
0.0050412;0.0524546
0.0050401;0.0524358
0.0050396;0.0524953
0.0050454;0.0525152
0.0050714;0.0525791
0.0050348;0.0524448
0.0050584;0.0525430
0.0050335;0.0524546
0.0050307;0.0524154
0.0050404;0.0524706
0.0050350;0.0524664
0.0050282;0.0524069
0.0050415;0.0524761
0.0050190;0.0523929
0.0050448;0.0524905
0.0050452;0.0524785
0.0050335;0.0524159
0.0050507;0.0524816
0.0050501;0.0525080
0.0050289;0.0524189
0.0050255;0.0524178
0.0050234;0.0524308
0.0050243;0.0523711
0.0050315;0.0524220
0.0050234;0.0523696
0.0050266;0.0524108
0.0050265;0.0524135
0.0050203;0.0524156
0.0050225;0.0523872
0.0050057;0.0523589
0.0050281;0.0524040
0.0050352;0.0524277
0.0050371;0.0524223
0.0050056;0.0523327
0.0050142;0.0523548
0.0050310;0.0524177
0.0050246;0.0524239
0.0050087;0.0523510
0.0050167;0.0523524
0.0050038;0.0523286
0.0050124;0.0523909
0.0050251;0.0524089
0.0050311;0.0524243
0.0050181;0.0523600
0.0049997;0.0523010
