# 1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;
0.82948;0.89792;0.88060
0.80276;0.87680;0.85146
0.70361;0.82167;0.77413
0.58940;0.76127;0.70954
0.52607;0.73593;0.68812
