# mean; median; std; sam; rmse; rmse; ergas; uqi
17.11321;12.00000;19.12634;0.22335;25.66474;0.10065;6.79683;0.94660
14.02383;11.00000;12.66978;0.13080;18.89950;0.07412;6.79683;0.97519
14.59346;11.00000;13.89020;0.15937;20.14713;0.07901;6.79683;0.96940
