# mean; median; std; sam; rmse; rmse; ergas; uqi
4.29796;2.00000;6.76246;0.20565;8.01270;0.03142;0.02511;0.94128
4.18098;3.00000;4.71764;0.12554;6.30371;0.02472;0.02511;0.96467
3.80550;2.00000;4.56545;0.10975;5.94350;0.02331;0.02511;0.97815
3.57605;2.00000;4.81225;0.10705;5.99549;0.02351;0.02511;0.98592
3.32039;2.00000;5.18981;0.10453;6.16109;0.02416;0.02511;0.98855
3.05399;2.00000;4.94288;0.09923;5.81024;0.02279;0.02511;0.98764
2.71269;1.00000;4.17925;0.09034;4.98245;0.01954;0.02511;0.96954
2.66253;1.00000;3.93709;0.08803;4.75286;0.01864;0.02511;0.96237
2.71318;2.00000;3.71357;0.08841;4.59913;0.01804;0.02511;0.96689
2.63291;2.00000;3.36451;0.08684;4.27226;0.01675;0.02511;0.96623
3.27785;2.00000;4.66496;0.10420;5.70142;0.02236;0.02511;0.95914
3.34045;2.00000;5.17327;0.10948;6.15803;0.02415;0.02511;0.94813
3.87689;2.00000;5.45652;0.11869;6.69357;0.02625;0.02511;0.94268
4.02269;3.00000;5.24772;0.11980;6.61216;0.02593;0.02511;0.94290
3.79613;3.00000;4.89297;0.11603;6.19288;0.02429;0.02511;0.94795
3.47016;2.00000;4.86282;0.11628;5.97402;0.02343;0.02511;0.93073
3.44417;2.00000;5.36087;0.12644;6.37191;0.02499;0.02511;0.89280
3.20874;1.00000;5.78136;0.13353;6.61212;0.02593;0.02511;0.90785
2.78573;1.00000;5.08352;0.11340;5.79677;0.02273;0.02511;0.93569
2.46515;1.00000;4.50187;0.10214;5.13262;0.02013;0.02511;0.95536
2.85988;1.00000;4.46292;0.10840;5.30062;0.02079;0.02511;0.94367
3.51088;2.00000;4.92269;0.12021;6.04642;0.02371;0.02511;0.94067
3.98118;2.00000;5.69896;0.13286;6.95183;0.02726;0.02511;0.94271
4.16744;2.00000;5.98065;0.13749;7.28943;0.02859;0.02511;0.94154
4.14845;2.00000;5.62061;0.13799;6.98576;0.02740;0.02511;0.93159
4.54598;2.00000;5.92682;0.14375;7.46948;0.02929;0.02511;0.91942
4.84618;3.00000;6.22213;0.14787;7.88673;0.03093;0.02511;0.91464
4.58035;3.00000;5.91827;0.14599;7.48368;0.02935;0.02511;0.92749
4.39719;2.00000;6.08266;0.14403;7.50560;0.02943;0.02511;0.94270
4.31382;2.00000;6.00712;0.14174;7.39558;0.02900;0.02511;0.94515
4.35425;3.00000;5.74748;0.14029;7.21062;0.02828;0.02511;0.93270
