# mean; median; std; sam; rmse; rmse; ergas; uqi
13.76237;11.00000;12.19475;0.11240;18.38790;0.07211;18.55144;0.99280
13.99589;10.00000;14.22734;0.11501;19.95751;0.07826;18.55144;0.99253
15.96897;11.00000;16.84997;0.15366;23.21485;0.09104;18.55144;0.98708
