# MSE;MAE
0.0157528;0.0889726
0.0108492;0.0747136
0.0096413;0.0712113
0.0091685;0.0694755
0.0089670;0.0686972
0.0087419;0.0678649
0.0085650;0.0670353
0.0084041;0.0663858
0.0083019;0.0659422
0.0081116;0.0652247
0.0079835;0.0646501
0.0078598;0.0642467
0.0077540;0.0637377
0.0077303;0.0636949
0.0075899;0.0631425
0.0074768;0.0625255
0.0074456;0.0622909
0.0073559;0.0620221
0.0073199;0.0619352
0.0072314;0.0614846
0.0071611;0.0611576
0.0071193;0.0609456
0.0070239;0.0606051
0.0070003;0.0605941
0.0069550;0.0603079
0.0068996;0.0601403
0.0068773;0.0600222
0.0068085;0.0597262
0.0067342;0.0595061
0.0067716;0.0595327
0.0067054;0.0593165
0.0067049;0.0593539
0.0065970;0.0589349
0.0065765;0.0587552
0.0065362;0.0587261
0.0065240;0.0586709
0.0064643;0.0583159
0.0064410;0.0582881
0.0063910;0.0580709
0.0063468;0.0578913
0.0063884;0.0579914
0.0062899;0.0576703
0.0062986;0.0576583
0.0062336;0.0574209
0.0062746;0.0576052
0.0061904;0.0572510
0.0061659;0.0571639
0.0061325;0.0570828
0.0061681;0.0572314
0.0060987;0.0569290
0.0060455;0.0566980
0.0060894;0.0569527
0.0059977;0.0566460
0.0060566;0.0567345
0.0059895;0.0565274
0.0059427;0.0563173
0.0059125;0.0562588
0.0059497;0.0563931
0.0059285;0.0562426
0.0058470;0.0559249
0.0058697;0.0560646
0.0058517;0.0559098
0.0058261;0.0559484
0.0057861;0.0557924
0.0058037;0.0558300
0.0057738;0.0556536
0.0057763;0.0557292
0.0057142;0.0555548
0.0057476;0.0555432
0.0056662;0.0552659
0.0056607;0.0552758
0.0056872;0.0553676
0.0056647;0.0552500
0.0056690;0.0552285
0.0056462;0.0551486
0.0055915;0.0549907
0.0056263;0.0551049
0.0056269;0.0551022
0.0055452;0.0547817
0.0055706;0.0549572
0.0055429;0.0547569
0.0055560;0.0547934
0.0054943;0.0545521
0.0055849;0.0550018
0.0055019;0.0544646
0.0055623;0.0548532
0.0054356;0.0542829
0.0054644;0.0544011
0.0054143;0.0543193
0.0054574;0.0544566
0.0054421;0.0543120
0.0053996;0.0542057
0.0054247;0.0543243
0.0054393;0.0541932
0.0054013;0.0542908
0.0053405;0.0539322
0.0053671;0.0540409
0.0053663;0.0540749
0.0053967;0.0541736
0.0053125;0.0538132
