# mean; median; std; sam; rmse; rmse; ergas; uqi
18.36292;13.00000;21.14549;0.24411;28.00587;0.10983;1.84700;0.94062
15.20521;12.00000;13.93166;0.14255;20.62255;0.08087;1.84700;0.97208
15.84038;12.00000;15.34760;0.17455;22.05599;0.08649;1.84700;0.96505
