# MSE;MAE
0.0434867;0.1140649
0.0246938;0.0689976
0.0246901;0.0687886
0.0246853;0.0686208
0.0246780;0.0683393
0.0246636;0.0677982
0.0101962;0.0413073
0.0005941;0.0121454
0.0002992;0.0090421
0.0001929;0.0074484
0.0001521;0.0067540
0.0001374;0.0064401
0.0001112;0.0058968
0.0001000;0.0056364
0.0000945;0.0054511
0.0000911;0.0053404
0.0000808;0.0049805
0.0000686;0.0046008
0.0000647;0.0044394
0.0000739;0.0046855
0.0000563;0.0041297
0.0000625;0.0042717
0.0000548;0.0040693
0.0000512;0.0039142
0.0000467;0.0037485
0.0000565;0.0040643
0.0000660;0.0042071
0.0000420;0.0035272
0.0000565;0.0039660
0.0000389;0.0033882
0.0000387;0.0034013
0.0000434;0.0035572
0.0000405;0.0034282
0.0000393;0.0033924
0.0000398;0.0034158
0.0000446;0.0035332
0.0000360;0.0032724
0.0000334;0.0031653
0.0000329;0.0031583
0.0000391;0.0033929
0.0000342;0.0032038
0.0000412;0.0034606
0.0000320;0.0031081
0.0000461;0.0035112
0.0000305;0.0030169
0.0000348;0.0031947
0.0000291;0.0029833
0.0000323;0.0031089
0.0000347;0.0031996
0.0000282;0.0029521
0.0000264;0.0028668
0.0000435;0.0034555
0.0000265;0.0028629
0.0000441;0.0033626
0.0000252;0.0028115
0.0000307;0.0030332
0.0000269;0.0028652
0.0000238;0.0027256
0.0000468;0.0034209
0.0000245;0.0027638
0.0000227;0.0026902
0.0000226;0.0026780
0.0000292;0.0029674
0.0000246;0.0027772
0.0000280;0.0029215
0.0000235;0.0027181
0.0000238;0.0027405
0.0000286;0.0029280
0.0000216;0.0026431
0.0000347;0.0031826
0.0000215;0.0026245
0.0000202;0.0025719
0.0000222;0.0026557
0.0000210;0.0025994
0.0000441;0.0032284
0.0000229;0.0026795
0.0000227;0.0026648
0.0000211;0.0026079
0.0000217;0.0026306
0.0000221;0.0026527
0.0000266;0.0028124
0.0000196;0.0025310
0.0000191;0.0025005
0.0000217;0.0026276
0.0000185;0.0024671
0.0000250;0.0027472
0.0000243;0.0027250
0.0000207;0.0025884
0.0000192;0.0025087
0.0000204;0.0025796
0.0000193;0.0024905
0.0000376;0.0030372
0.0000180;0.0024402
0.0000179;0.0024296
0.0000193;0.0024938
