# mean; median; std; sam; rmse; rmse; ergas; uqi
2.20527;1.00000;4.20220;0.34941;4.74570;0.01861;0.11970;0.94809
2.19366;1.00000;7.13718;0.69332;7.46670;0.02928;0.11970;0.89317
2.66235;1.00000;8.60975;0.85777;9.01198;0.03534;0.11970;0.72919
3.62757;1.00000;9.89442;1.19669;10.53844;0.04133;0.11970;0.56178
3.74451;1.00000;10.01984;1.14290;10.69666;0.04195;0.11970;0.42472
3.21387;1.00000;9.85517;1.13488;10.36597;0.04065;0.11970;0.36783
2.94632;1.00000;9.70226;1.12629;10.13976;0.03976;0.11970;0.34952
2.92015;1.00000;9.48896;1.08332;9.92812;0.03893;0.11970;0.35363
3.02741;1.00000;9.18071;0.90378;9.66699;0.03791;0.11970;0.37923
2.59759;1.00000;7.77504;0.50438;8.19748;0.03215;0.11970;0.71260
2.35109;0.00000;6.01497;0.25191;6.45813;0.02533;0.11970;0.81249
2.66692;1.00000;6.58813;0.20051;7.10745;0.02787;0.11970;0.66982
3.25682;1.00000;8.60266;0.22810;9.19851;0.03607;0.11970;0.55992
3.04412;1.00000;7.26720;0.20891;7.87901;0.03090;0.11970;0.50481
2.52363;1.00000;5.44376;0.17587;6.00027;0.02353;0.11970;0.49499
2.24322;1.00000;4.94136;0.17069;5.42670;0.02128;0.11970;0.48577
2.13892;1.00000;5.09662;0.18552;5.52725;0.02168;0.11970;0.49359
2.18554;1.00000;5.47216;0.20426;5.89247;0.02311;0.11970;0.53289
2.45979;1.00000;6.09208;0.22892;6.56993;0.02576;0.11970;0.55895
3.10968;1.00000;7.02598;0.21835;7.68339;0.03013;0.11970;0.54493
3.93892;1.00000;8.46602;0.17882;9.33748;0.03662;0.11970;0.50386
4.59951;1.00000;9.62266;0.16049;10.66542;0.04183;0.11970;0.51483
4.59944;1.00000;9.65250;0.15453;10.69232;0.04193;0.11970;0.53588
4.26435;1.00000;9.25548;0.15045;10.19061;0.03996;0.11970;0.71350
4.17424;1.00000;8.97795;0.14899;9.90090;0.03883;0.11970;0.75617
3.98476;1.00000;8.56596;0.15395;9.44744;0.03705;0.11970;0.76922
3.71506;1.00000;7.92666;0.15638;8.75407;0.03433;0.11970;0.75143
3.54528;1.00000;7.37673;0.16103;8.18445;0.03210;0.11970;0.73035
3.59586;1.00000;6.97000;0.16098;7.84290;0.03076;0.11970;0.69215
3.79241;2.00000;6.38850;0.15506;7.42935;0.02913;0.11970;0.72173
4.43677;2.00000;6.17051;0.16040;7.60001;0.02980;0.11970;0.77251
