# mean; median; std; sam; rmse; rmse; ergas; uqi
1.26760;1.00000;1.73964;0.15064;2.15248;0.00844;0.26867;0.97847
1.22570;1.00000;4.16686;0.34508;4.34340;0.01703;0.26867;0.96256
1.07291;0.00000;5.10651;0.40082;5.21800;0.02046;0.26867;0.87055
1.04063;0.00000;5.36854;0.44769;5.46847;0.02144;0.26867;0.77998
1.01077;0.00000;5.35002;0.45294;5.44466;0.02135;0.26867;0.79059
1.00712;0.00000;5.80862;0.52258;5.89528;0.02312;0.26867;0.78090
0.98914;0.00000;6.04673;0.55239;6.12710;0.02403;0.26867;0.77755
0.89513;0.00000;5.49352;0.47746;5.56597;0.02183;0.26867;0.79615
0.85905;0.00000;4.46260;0.35012;4.54454;0.01782;0.26867;0.78560
0.87424;0.00000;3.30615;0.19873;3.41978;0.01341;0.26867;0.75307
1.16040;0.00000;3.65469;0.15370;3.83448;0.01504;0.26867;0.73094
1.58569;0.00000;5.72645;0.16731;5.94194;0.02330;0.26867;0.71125
1.86179;1.00000;6.64253;0.17244;6.89851;0.02705;0.26867;0.69351
1.64247;0.00000;6.08903;0.16715;6.30667;0.02473;0.26867;0.70917
1.37695;0.00000;4.95730;0.15160;5.14498;0.02018;0.26867;0.70837
1.15684;0.00000;4.06466;0.13786;4.22608;0.01657;0.26867;0.71144
1.03957;0.00000;3.50837;0.12817;3.65915;0.01435;0.26867;0.69962
0.99502;0.00000;3.24034;0.12466;3.38967;0.01329;0.26867;0.70529
1.07124;0.00000;3.15322;0.11901;3.33022;0.01306;0.26867;0.70174
1.26374;1.00000;3.40950;0.10100;3.63617;0.01426;0.26867;0.69309
1.56401;1.00000;4.10627;0.07899;4.39404;0.01723;0.26867;0.71577
1.78301;1.00000;4.82638;0.07310;5.14520;0.02018;0.26867;0.72343
1.87730;1.00000;4.91209;0.07359;5.25861;0.02062;0.26867;0.76453
1.97198;1.00000;4.94704;0.07710;5.32559;0.02088;0.26867;0.76744
1.92957;1.00000;4.81654;0.07702;5.18867;0.02035;0.26867;0.77280
1.88367;1.00000;4.51773;0.07863;4.89471;0.01919;0.26867;0.78117
1.81363;1.00000;4.22466;0.08100;4.59750;0.01803;0.26867;0.78639
1.74279;1.00000;3.98822;0.08480;4.35239;0.01707;0.26867;0.80613
1.84449;1.00000;3.96542;0.08978;4.37341;0.01715;0.26867;0.82024
2.00771;1.00000;4.00019;0.09520;4.47576;0.01755;0.26867;0.85816
2.46943;1.00000;4.14826;0.10378;4.82764;0.01893;0.26867;0.88687
