# mean; median; std; sam; rmse; rmse; ergas; uqi
4.08099;3.00000;3.54812;0.13647;5.40773;0.02121;0.02285;0.98461
4.03585;2.00000;4.36366;0.15555;5.94387;0.02331;0.02285;0.98382
3.06280;1.00000;4.22239;0.16928;5.21625;0.02046;0.02285;0.98575
2.79204;1.00000;4.14929;0.16795;5.00121;0.01961;0.02285;0.98574
2.41933;1.00000;3.72085;0.15113;4.43823;0.01740;0.02285;0.98838
1.98669;1.00000;3.34924;0.14623;3.89414;0.01527;0.02285;0.98857
1.90398;1.00000;3.14463;0.14051;3.67612;0.01442;0.02285;0.98246
1.90968;1.00000;2.96787;0.12977;3.52918;0.01384;0.02285;0.97739
1.89342;1.00000;2.96085;0.12495;3.51450;0.01378;0.02285;0.97955
1.82062;1.00000;2.96248;0.12815;3.47720;0.01364;0.02285;0.97685
1.73784;1.00000;3.15961;0.13827;3.60600;0.01414;0.02285;0.97718
1.83879;1.00000;3.19747;0.13604;3.68849;0.01446;0.02285;0.97544
1.92867;1.00000;3.25341;0.13335;3.78212;0.01483;0.02285;0.97823
2.04282;1.00000;3.48127;0.14153;4.03638;0.01583;0.02285;0.97960
2.12045;1.00000;3.62387;0.14732;4.19866;0.01647;0.02285;0.97935
2.17601;1.00000;3.59818;0.14501;4.20498;0.01649;0.02285;0.97887
2.23914;1.00000;3.57801;0.13692;4.22089;0.01655;0.02285;0.98174
2.20942;1.00000;3.55197;0.12289;4.18306;0.01640;0.02285;0.98828
2.16597;1.00000;3.50416;0.11443;4.11954;0.01616;0.02285;0.99078
2.19262;1.00000;3.37319;0.10679;4.02318;0.01578;0.02285;0.99059
2.25784;2.00000;3.14580;0.09492;3.87220;0.01519;0.02285;0.99106
2.16188;2.00000;2.92681;0.08287;3.63868;0.01427;0.02285;0.99239
2.33021;2.00000;2.79505;0.07755;3.63898;0.01427;0.02285;0.99224
2.59330;2.00000;2.83495;0.07541;3.84216;0.01507;0.02285;0.99160
3.10674;2.00000;3.06041;0.07727;4.36096;0.01710;0.02285;0.98991
3.70681;3.00000;3.46107;0.08355;5.07144;0.01989;0.02285;0.98844
4.74690;4.00000;4.14213;0.09533;6.30003;0.02471;0.02285;0.98539
5.74825;4.00000;4.86827;0.10315;7.53276;0.02954;0.02285;0.98235
7.14911;6.00000;5.92451;0.11827;9.28491;0.03641;0.02285;0.97780
8.51584;7.00000;6.97701;0.13256;11.00900;0.04317;0.02285;0.97323
9.72158;8.00000;7.94598;0.14232;12.55578;0.04924;0.02285;0.96972
